,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,updated_github_id,commit_count,npm_id,npm_url,npm_monthly_downloads,cran_id,go_id,gem_id,hex_id,pypi,bitbucket_id
45,Bash Kernel,True,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,23,takluyver/bash_kernel,bash_kernel,,https://github.com/takluyver/bash_kernel,BSD-3-Clause,2014-06-27 00:27:25.000,2024-03-14 21:19:15.000000,2023-11-24 20:17:44,125.0,38.0,67.0,673.0,2023-11-24 20:37:29,0.9.3,,35708.0,4.0,230.0,230.0,20.0,https://pypi.org/project/bash_kernel,35708.0,,,,1.0,,,,,,8.0,,112.0,,,,,,,,,
46,itables,True,Interactive Tables in Jupyter.,https://github.com/mwouts/itables,,widgets,23,mwouts/itables,itables,,https://github.com/mwouts/itables,MIT,2019-04-15 22:09:44.000,2024-04-24 22:15:33.000000,2024-04-24 21:23:31,50.0,20.0,112.0,662.0,2024-03-16 14:54:53,2.0.0,,213295.0,53.0,484.0,484.0,6.0,https://pypi.org/project/itables,213295.0,,,,2.0,,,,,,,,,,,,,,,,,
47,Mapbox GL,True,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,23,mapbox/mapboxgl-jupyter,mapboxgl,,https://github.com/mapbox/mapboxgl-jupyter,MIT,2017-08-08 15:10:51.000,2022-01-11 05:18:07.000000,2021-04-19 05:00:36,131.0,34.0,67.0,652.0,2019-06-03 21:24:10,0.10.2,,14331.0,14.0,192.0,192.0,22.0,https://pypi.org/project/mapboxgl,14331.0,,,,2.0,,,,,,,,221.0,,,,,,,,,
48,itkwidgets,True,"Interactive Jupyter widgets to visualize images, point sets, and..",https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,23,InsightSoftwareConsortium/itkwidgets,itkwidgets,,https://github.com/InsightSoftwareConsortium/itkwidgets,Apache-2.0,2018-02-15 01:43:39.000,2024-04-19 16:43:03.000000,2024-04-19 16:41:59,80.0,111.0,164.0,572.0,2023-03-02 22:39:14,0.32.6,90.0,12460.0,68.0,303.0,303.0,7.0,https://pypi.org/project/itkwidgets,12176.0,,,,2.0,,,,,,,,916.0,itkwidgets,https://www.npmjs.com/package/itkwidgets,283.0,,,,,,
49,nbval,True,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,23,computationalmodelling/nbval,nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,,2015-04-09 09:40:33.000,2024-03-04 16:04:14.390000,2024-03-04 14:35:29,46.0,40.0,66.0,431.0,,,,186245.0,10.0,2971.0,2971.0,33.0,https://pypi.org/project/nbval,176669.0,https://anaconda.org/conda-forge/nbval,2024-03-04 16:04:14.390,430938.0,2.0,,,,,,,,475.0,,,,,,,,,
50,sos,True,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,23,vatlab/SOS,,,https://github.com/vatlab/sos,BSD-3-Clause,2016-02-13 00:46:46.000,2024-04-11 00:10:46.000000,2024-04-11 00:10:46,41.0,65.0,1390.0,264.0,2019-05-21 01:06:30,0.9.11,,,51.0,5693.0,5693.0,36.0,,,,,,2.0,,,,,,,,7652.0,,,,,,,,,
51,ipycytoscape,True,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,23,QuantStack/ipycytoscape,,conda-forge/ipycytoscape,https://github.com/cytoscape/ipycytoscape,BSD-3-Clause,2020-02-05 13:46:52.000,2024-04-01 17:56:54.000000,2023-05-23 19:06:45,61.0,62.0,99.0,258.0,2022-03-28 22:52:15,1.3.1,4.0,7822.0,19.0,211.0,211.0,33.0,,,https://anaconda.org/conda-forge/ipycytoscape,2023-06-16 19:18:19.577,383294.0,2.0,,,,,,,cytoscape/ipycytoscape,716.0,,,,,,,,,
52,ipywebrtc,True,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,23,maartenbreddels/ipywebrtc,ipywebrtc,conda-forge/ipywebrtc,https://github.com/maartenbreddels/ipywebrtc,MIT,2017-08-10 18:07:51.000,2024-02-20 10:19:50.000000,2024-02-06 14:17:16,39.0,34.0,28.0,233.0,,,,44722.0,8.0,1052.0,1052.0,10.0,https://pypi.org/project/ipywebrtc,40217.0,https://anaconda.org/conda-forge/ipywebrtc,2023-06-16 13:24:24.196,338771.0,2.0,,,,,,,,218.0,jupyter-webrtc,https://www.npmjs.com/package/jupyter-webrtc,271.0,,,,,,
53,Knowledge Repo,True,A next-generation curated knowledge sharing platform for..,https://github.com/airbnb/knowledge-repo,,notebook-sharing,22,airbnb/knowledge-repo,knowledge-repo,,https://github.com/airbnb/knowledge-repo,Apache-2.0,2016-08-17 23:32:50.000,2023-07-20 11:16:46.000000,2023-04-17 04:04:39,658.0,124.0,167.0,5432.0,2023-02-22 03:46:18,0.9.3,,948.0,33.0,21.0,21.0,73.0,https://pypi.org/project/knowledge-repo,948.0,,,,2.0,,,,,,,,1329.0,,,,,,,,,
54,evidently,True,Interactive reports to analyze machine learning models during..,https://github.com/evidentlyai/evidently,,widgets,22,evidentlyai/evidently,,,https://github.com/evidentlyai/evidently,Apache-2.0,2020-11-25 15:20:08.000,2024-04-25 13:45:15.000000,2024-04-25 13:14:54,522.0,144.0,206.0,4644.0,2024-04-05 15:28:26,0.4.19,33.0,0.0,71.0,3318.0,3318.0,66.0,,,,,,2.0,,,,,,,,,,,,,,,,,
55,BeakerX,True,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,22,twosigma/beakerx,beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,Apache-2.0,2013-12-03 14:16:36.000,2023-12-04 02:04:59.000000,2021-01-21 14:02:57,380.0,352.0,4176.0,2800.0,2018-12-04 18:27:21,1.3.0,35.0,13553.0,39.0,,,44.0,https://pypi.org/project/beakerx,3498.0,https://anaconda.org/conda-forge/beakerx,2023-06-16 13:23:56.494,627499.0,2.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,23.0,249507.0,,,1689.0,beakerx,https://www.npmjs.com/package/beakerx,100.0,,,,,,
56,ipyvolume,True,3d plotting for Python in the Jupyter notebook based on IPython..,https://github.com/widgetti/ipyvolume,,widgets,22,maartenbreddels/ipyvolume,ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,MIT,2016-12-21 15:30:13.000,2023-11-29 14:26:24.000000,2023-07-07 13:05:16,228.0,186.0,131.0,1909.0,,,,45079.0,20.0,17.0,17.0,45.0,https://pypi.org/project/ipyvolume,39003.0,https://anaconda.org/conda-forge/ipyvolume,2023-06-05 11:50:27.103,462520.0,2.0,,,,,,-5.0,widgetti/ipyvolume,1007.0,ipyvolume,https://www.npmjs.com/package/ipyvolume,698.0,,,,,,
57,elyra,True,Elyra extends JupyterLab Notebooks with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,22,elyra-ai/elyra,elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,Apache-2.0,2019-10-22 21:37:58.000,2024-04-25 11:19:10.000000,2024-03-08 16:40:28,318.0,259.0,1357.0,1773.0,2023-03-29 14:23:28,3.15.0,,4086.0,29.0,54.0,54.0,63.0,https://pypi.org/project/elyra,3067.0,https://anaconda.org/conda-forge/elyra,2023-06-16 19:21:23.887,44841.0,1.0,,,,,,,,,,,,,,,,,
58,IRkernel,True,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,22,IRkernel/IRkernel,,r/r-irkernel,https://github.com/IRkernel/IRkernel,MIT,2014-02-26 02:57:07.000,2024-04-24 03:31:50.000000,2023-03-06 15:57:54,287.0,63.0,520.0,1681.0,2023-01-20 20:54:32,1.3.2,,17211.0,19.0,,,43.0,,,https://anaconda.org/r/r-irkernel,2024-01-16 22:07:49.699,149737.0,1.0,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2023-10-20 20:02:50.541542,59.0,1930700.0,,,599.0,,,,IRkernel,,,,,
59,DataLab,True,Interactive tools and developer experiences for Big Data on..,https://github.com/googledatalab/datalab,,notebook-environments,22,googledatalab/datalab,datalab,,https://github.com/googledatalab/datalab,Apache-2.0,2014-08-06 18:37:34.000,2022-09-02 20:50:03.000000,2022-09-02 20:50:03,246.0,224.0,667.0,971.0,2021-08-16 19:04:35,1.2.20210816,,74980.0,19.0,,,53.0,https://pypi.org/project/datalab,74980.0,,,,2.0,,,,,,,,2055.0,,,,,,,,,
60,nbQA,True,Run any standard Python code quality tool on a Jupyter Notebook.,https://github.com/nbQA-dev/nbQA,,notebook-tools,22,nbQA-dev/nbQA,nbqa,,https://github.com/nbQA-dev/nbQA,MIT,2020-07-11 15:30:54.000,2024-04-15 19:51:32.000000,2024-04-15 19:51:32,38.0,9.0,284.0,965.0,2024-03-26 11:10:46,1.8.5,2.0,158292.0,4.0,,,27.0,https://pypi.org/project/nbqa,158290.0,,,,2.0,,,,,,,,628.0,,,,,,,,,
61,pythreejs,True,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,22,jupyter-widgets/pythreejs,pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,,2013-12-23 17:02:11.000,2023-06-16 13:16:30.947000,2023-02-20 00:24:10,178.0,61.0,174.0,924.0,2022-08-31 09:02:38,2.4.1,,81987.0,18.0,30.0,30.0,30.0,https://pypi.org/project/pythreejs,74345.0,https://anaconda.org/conda-forge/pythreejs,2023-06-16 13:16:30.947,530973.0,2.0,,,,,,,,1723.0,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2053.0,,,,,,
62,watermark,True,"An IPython magic extension for printing date and time stamps, version..",https://github.com/rasbt/watermark,,magic,22,rasbt/watermark,watermark,conda-forge/watermark,https://github.com/rasbt/watermark,BSD-3-Clause,2014-07-30 03:46:33.000,2023-07-02 15:47:55.854000,2023-07-02 14:29:01,88.0,18.0,28.0,864.0,2023-05-23 15:47:43,2.4.0,,39368.0,17.0,2305.0,2305.0,19.0,https://pypi.org/project/watermark,32490.0,https://anaconda.org/conda-forge/watermark,2023-07-02 15:47:55.854,282003.0,2.0,,,,,,,,123.0,,,,,,,,,
63,OAuthenticator,True,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,22,jupyterhub/oauthenticator,oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,BSD-3-Clause,2014-09-23 21:37:06.000,2024-04-05 23:57:24.000000,2024-04-02 06:45:05,338.0,45.0,250.0,399.0,,,,35406.0,28.0,416.0,416.0,121.0,https://pypi.org/project/oauthenticator,34255.0,https://anaconda.org/conda-forge/oauthenticator,2024-03-20 14:01:34.777,48378.0,1.0,,,,,,,,,,,,,,,,,
64,mkdocs-jupyter,True,Use Jupyter Notebook in mkdocs.,https://github.com/danielfrg/mkdocs-jupyter,,notebook-sharing,22,danielfrg/mkdocs-jupyter,mkdocs-jupyter,,https://github.com/danielfrg/mkdocs-jupyter,Apache-2.0,2019-12-18 02:11:34.000,2024-04-09 02:29:27.000000,2024-04-09 02:29:26,42.0,22.0,92.0,334.0,,,,120514.0,,2259.0,2259.0,24.0,https://pypi.org/project/mkdocs-jupyter,120514.0,,,,2.0,,,,,,,,,,,,,,,,,
65,LDAP Authenticator,True,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,22,jupyterhub/ldapauthenticator,jupyterhub-ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,BSD-3-Clause,2016-01-17 05:11:49.000,2024-04-02 07:54:24.000000,2024-04-02 07:54:23,168.0,64.0,83.0,197.0,2018-06-14 12:02:35,1.2.2,,15941.0,3.0,132.0,132.0,32.0,https://pypi.org/project/jupyterhub-ldapauthenticator,15447.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2023-06-16 16:08:49.184,34640.0,1.0,,,,,,,,,,,,,,,,,
66,ipyvue,True,Jupyter widgets base for Vue libraries.,https://github.com/widgetti/ipyvue,,widgets,22,mariobuikhuizen/ipyvue,ipyvue,conda-forge/ipyvue,https://github.com/widgetti/ipyvue,MIT,2019-08-11 10:10:05.000,2024-04-19 09:03:21.591000,2024-04-17 13:26:40,18.0,5.0,9.0,65.0,2024-02-27 15:52:41,1.10.2,,118905.0,23.0,804.0,804.0,6.0,https://pypi.org/project/ipyvue,116143.0,https://anaconda.org/conda-forge/ipyvue,2024-04-19 09:03:21.591,127066.0,2.0,,,,,,,widgetti/ipyvue,141.0,,,,,,,,,
67,gophernotes,True,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,21,gopherdata/gophernotes,,,https://github.com/gopherdata/gophernotes,MIT,2016-01-22 19:22:16.000,2023-11-03 18:02:49.000000,2023-11-03 18:01:39,249.0,53.0,132.0,3773.0,2022-05-31 17:34:28,0.7.5,44.0,884.0,17.0,16.0,16.0,29.0,,,,,,2.0,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,7.0,87518.0,,,402.0,,,,,github.com/gopherdata/gophernotes,,,,
68,IJavascript,True,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,21,n-riesco/ijavascript,,,https://github.com/n-riesco/ijavascript,,2015-02-02 15:46:34.000,2024-02-22 12:46:40.000000,2022-12-28 22:18:25,151.0,54.0,190.0,2127.0,2021-11-15 23:43:33,5.2.1,,2124.0,33.0,87.0,87.0,17.0,,,,,,2.0,,,,,,,,332.0,ijavascript,https://www.npmjs.com/package/ijavascript,2124.0,,,,,,
69,Kernel Gateway,True,Jupyter Kernel Gateway.,https://github.com/jupyter-server/kernel_gateway,,kernels,21,jupyter/kernel_gateway,jupyter-kernel-gateway,,https://github.com/jupyter-server/kernel_gateway,,2015-09-21 15:34:11.000,2024-03-12 17:51:21.000000,2024-03-12 17:51:18,122.0,17.0,169.0,487.0,2024-03-12 17:51:38,3.0.1,181.0,45635.0,13.0,367.0,367.0,47.0,https://pypi.org/project/jupyter-kernel-gateway,45633.0,,,,2.0,,,,,,,jupyter-server/kernel_gateway,,,,,,,,,,
70,DockerSpawner,True,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,21,jupyterhub/dockerspawner,dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,BSD-3-Clause,2014-09-26 20:08:26.000,2024-02-13 09:36:38.000000,2024-02-01 09:28:10,292.0,23.0,252.0,474.0,,,,19378.0,5.0,186.0,186.0,69.0,https://pypi.org/project/dockerspawner,18717.0,https://anaconda.org/conda-forge/dockerspawner,2023-11-21 14:56:25.623,21181.0,1.0,,,,,,,,,,,,,,,,,
71,Octave Kernel,True,An Octave kernel for IPython.,https://github.com/Calysto/octave_kernel,,kernels,21,calysto/octave_kernel,octave_kernel,,https://github.com/Calysto/octave_kernel,BSD-3-Clause,2014-07-31 01:59:06.000,2024-04-15 11:20:56.000000,2024-04-15 11:20:53,65.0,33.0,150.0,441.0,2024-04-15 11:21:13,0.36.0,177.0,10905.0,9.0,72.0,72.0,20.0,https://pypi.org/project/octave_kernel,10903.0,,,,2.0,,,,,,,,,,,,,,,,,
72,Appmode,True,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,21,oschuett/appmode,appmode,conda-forge/appmode,https://github.com/oschuett/appmode,MIT,2017-03-17 13:33:53.000,2024-04-07 11:36:57.000000,2024-04-07 11:36:57,67.0,3.0,56.0,431.0,2023-05-18 14:28:00,0.9.0,,6604.0,9.0,359.0,359.0,10.0,https://pypi.org/project/appmode,1617.0,https://anaconda.org/conda-forge/appmode,2024-02-05 12:45:27.862,224418.0,2.0,,,,,,,,103.0,,,,,,,,,
73,ipytest,True,Pytest in IPython notebooks.,https://github.com/chmp/ipytest,,notebook-tools,21,chmp/ipytest,ipytest,,https://github.com/chmp/ipytest,MIT,2016-02-07 20:24:41.000,2024-04-21 15:56:48.000000,2024-04-21 15:55:54,17.0,1.0,59.0,286.0,2024-04-21 15:56:48,0.14.2,,49213.0,24.0,407.0,407.0,5.0,https://pypi.org/project/ipytest,49213.0,,,,3.0,,,,,,,,,,,,,,,,,
74,nbgitpuller,True,Jupyter server extension to sync a git repository one-way to a..,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,21,jupyterhub/nbgitpuller,nbgitpuller,conda-forge/nbgitpuller,https://github.com/jupyterhub/nbgitpuller,BSD-3-Clause,2017-05-24 19:41:10.000,2024-04-22 19:22:48.000000,2024-03-29 21:06:42,79.0,68.0,90.0,202.0,,,,29634.0,14.0,774.0,774.0,31.0,https://pypi.org/project/nbgitpuller,27642.0,https://anaconda.org/conda-forge/nbgitpuller,2024-03-29 23:26:43.583,87658.0,2.0,,,,,,,,,,,,,,,,,
75,docker-python,True,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,20,kaggle/docker-python,,,https://github.com/Kaggle/docker-python,Apache-2.0,2015-04-14 01:45:38.000,2024-04-25 14:04:02.000000,2024-04-25 00:41:54,884.0,35.0,317.0,2529.0,2024-04-18 03:25:13,7251358b29231b2d9eab6dfe950c0cfcc37fdf4fc1fe998b4d8e2caf393f3e8a,,1811.0,100.0,,,160.0,,,,,,3.0,kaggle/python,https://hub.docker.com/r/kaggle/python,2024-04-23 21:07:01.318516,183.0,195690.0,,,,,,,,,,,,
76,nbviewer,True,nbconvert as a web service: Render Jupyter Notebooks as static web..,https://github.com/jupyter/nbviewer,,notebook-sharing,20,jupyter/nbviewer,,,https://github.com/jupyter/nbviewer,BSD-3-Clause,2012-08-05 11:42:33.000,2024-04-01 22:26:56.000000,2023-01-27 08:04:32,529.0,179.0,407.0,2196.0,,,,19956.0,,18.0,18.0,96.0,,,,,,3.0,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2023-01-27 08:07:14.487852,33.0,2793962.0,,,,,,,,,,,,
77,IRuby,True,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,20,SciRuby/iruby,,,https://github.com/SciRuby/iruby,MIT,2015-03-03 18:05:50.000,2024-04-11 04:35:25.000000,2024-04-11 04:35:24,23.0,45.0,147.0,830.0,2021-08-17 16:20:34,0.7.4,15.0,19.0,10.0,232.0,232.0,47.0,,,,,,2.0,rubydata/datascience-notebook,https://hub.docker.com/r/rubydata/datascience-notebook,2023-02-03 04:21:45.711711,5.0,2146.0,,,723.0,,,,,,iruby,,,
78,pivottablejs,True,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook,..",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,20,nicolaskruchten/jupyter_pivottablejs,pivottablejs,,https://github.com/nicolaskruchten/jupyter_pivottablejs,,2015-09-09 13:39:18.000,2024-03-15 12:50:01.000000,2018-12-04 14:43:25,87.0,23.0,41.0,667.0,2018-01-15 18:11:51,0.9.0,,37131.0,8.0,425.0,425.0,3.0,https://pypi.org/project/pivottablejs,37131.0,,,,3.0,,,,,,,,32.0,,,,,,,,,
79,nb_conda_kernels,True,Package for managing conda environment-based kernels inside of Jupyter.,https://github.com/anaconda/nb_conda_kernels,,kernels,20,Anaconda-Platform/nb_conda_kernels,,conda-forge/nb_conda_kernels,https://github.com/anaconda/nb_conda_kernels,BSD-3-Clause,2015-12-10 16:11:42.000,2024-04-25 12:07:03.000000,2024-04-23 13:17:31,68.0,7.0,144.0,561.0,2024-04-16 17:36:25,2.5.0,,29569.0,13.0,,,20.0,,,https://anaconda.org/conda-forge/nb_conda_kernels,2024-04-24 14:56:06.649,1301052.0,2.0,,,,,,,anaconda/nb_conda_kernels,418.0,,,,,,,,,
80,JupyterLab Debugger,True,"A visual debugger for Jupyter notebooks, consoles, and..",https://github.com/jupyterlab/debugger,,lab-extensions,20,jupyterlab/debugger,,,https://github.com/jupyterlab/debugger,BSD-3-Clause,2019-07-19 18:19:17.000,2022-03-15 11:03:46.000000,2021-03-31 14:20:34,41.0,17.0,245.0,560.0,2020-12-10 14:31:28,0.3.7,,67032.0,28.0,,,11.0,,,,,,1.0,,,,,,,,1174.0,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,67032.0,,,,,,
81,KubeSpawner,True,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,20,jupyterhub/kubespawner,jupyterhub-kubespawner,,https://github.com/jupyterhub/kubespawner,BSD-3-Clause,2015-11-21 07:02:52.000,2024-04-24 09:56:08.000000,2024-04-24 06:01:34,287.0,73.0,288.0,521.0,,,,13899.0,,163.0,163.0,85.0,https://pypi.org/project/jupyterhub-kubespawner,13899.0,,,,2.0,,,,,,,,,,,,,,,,,
82,JupyterLab Templates,True,Support for jupyter notebook templates in jupyterlab.,https://github.com/finos/jupyterlab_templates,,lab-extensions,20,jpmorganchase/jupyterlab_templates,jupyterlab_templates,,https://github.com/finos/jupyterlab_templates,Apache-2.0,2018-03-17 21:38:11.000,2024-03-27 01:22:53.000000,2024-03-27 01:22:52,63.0,10.0,83.0,376.0,2024-03-26 21:18:11,0.5.2,,26169.0,18.0,8.0,8.0,21.0,https://pypi.org/project/jupyterlab_templates,22665.0,,,,1.0,,,,,,,finos/jupyterlab_templates,,jupyterlab_templates,https://www.npmjs.com/package/jupyterlab_templates,3504.0,,,,,,
83,vega,True,IPython/Jupyter notebook module for Vega and Vega-Lite.,https://github.com/vega/ipyvega,,widgets,20,vega/ipyvega,vega,conda-forge/vega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2024-04-01 02:14:13.000000,2024-04-01 02:14:12,62.0,11.0,91.0,370.0,2023-07-18 13:09:18,4.0.0,,21297.0,28.0,4.0,4.0,15.0,https://pypi.org/project/vega,15104.0,https://anaconda.org/conda-forge/vega,2023-06-16 13:18:03.216,582146.0,3.0,,,,,,,,659.0,,,,,,,,,
84,jupyter-server-proxy,True,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,20,jupyterhub/jupyter-server-proxy,jupyter-server-proxy,conda-forge/jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,BSD-3-Clause,2016-10-18 22:02:06.000,2024-04-23 13:48:31.000000,2024-04-23 13:48:30,136.0,66.0,133.0,326.0,2018-12-10 14:39:58,0.8.8,,227978.0,21.0,4.0,4.0,71.0,https://pypi.org/project/jupyter-server-proxy,196529.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2024-03-19 21:18:29.998,1478147.0,2.0,,,,,,,,,,,,,,,,,
85,jupyter-console,True,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,20,jupyter/jupyter_console,jupyter-console,,https://github.com/jupyter/jupyter_console,BSD-3-Clause,2015-04-09 06:58:55.000,2023-09-13 20:27:19.000000,2023-03-06 14:13:15,144.0,62.0,94.0,244.0,2023-03-06 14:13:35,6.6.3,382.0,4455239.0,10.0,,,60.0,https://pypi.org/project/jupyter-console,4455224.0,,,,3.0,,,,,,,,,,,,,,,,,
86,ipylab,True,Control JupyterLab from Python Notebooks with Jupyter Widgets.,https://github.com/jtpio/ipylab,,lab-extensions,20,jtpio/ipylab,ipylab,conda-forge/ipylab,https://github.com/jtpio/ipylab,BSD-3-Clause,2019-11-15 19:52:12.000,2024-04-06 06:39:52.000000,2023-10-09 07:01:31,13.0,25.0,22.0,179.0,2023-08-11 05:48:03,1.0.0,133.0,116011.0,15.0,111.0,111.0,7.0,https://pypi.org/project/ipylab,115254.0,https://anaconda.org/conda-forge/ipylab,2023-08-11 12:01:52.980,29460.0,1.0,,,,,,,,,,,,,,,,,
87,BatchSpawner,True,Custom Spawner for Jupyterhub to start servers in batch scheduled..,https://github.com/jupyterhub/batchspawner,,hub-spawners,20,jupyterhub/batchspawner,batchspawner,,https://github.com/jupyterhub/batchspawner,BSD-3-Clause,2015-10-27 03:53:10.000,2024-04-02 07:52:58.000000,2024-04-02 07:52:58,122.0,54.0,90.0,178.0,2024-03-19 06:32:27,1.3.0,,5199.0,11.0,34.0,34.0,49.0,https://pypi.org/project/batchspawner,5199.0,,,,2.0,,,,,,,,,,,,,,,,,
88,jdaviz,True,JWST astronomical data analysis tools in the Jupyter platform.,https://github.com/spacetelescope/jdaviz,,widgets,20,spacetelescope/jdaviz,jdaviz,,https://github.com/spacetelescope/jdaviz,BSD-3-Clause,2019-05-07 17:54:06.000,2024-04-25 14:03:36.000000,2024-04-24 17:27:34,59.0,320.0,668.0,122.0,2024-04-19 19:33:19,3.9.1,,1723.0,35.0,43.0,43.0,32.0,https://pypi.org/project/jdaviz,1723.0,,,,3.0,,,,,,,,,,,,,,,,,
89,Native Authenticator,True,JupyterHub-native user authenticator.,https://github.com/jupyterhub/nativeauthenticator,,hub-auth,20,jupyterhub/nativeauthenticator,jupyterhub-nativeauthenticator,,https://github.com/jupyterhub/nativeauthenticator,BSD-3-Clause,2018-12-03 17:38:18.000,2024-04-02 07:54:12.000000,2024-04-02 07:54:11,62.0,33.0,73.0,69.0,2021-10-19 17:24:48,1.0.5,,12610.0,3.0,76.0,76.0,22.0,https://pypi.org/project/jupyterhub-nativeauthenticator,12610.0,,,,2.0,,,,,,,,,,,,,,,,,
90,ipydatawidgets,True,A set of widgets to help facilitate reuse of large datasets..,https://github.com/vidartf/ipydatawidgets,,widgets,20,vidartf/ipydatawidgets,ipydatawidgets,conda-forge/ipydatawidgets,https://github.com/vidartf/ipydatawidgets,,2017-07-31 17:37:26.000,2023-06-16 16:11:33.197000,2023-06-14 12:39:14,9.0,4.0,10.0,40.0,2023-06-14 12:41:06,4.3.5,,79697.0,8.0,1101.0,1101.0,5.0,https://pypi.org/project/ipydatawidgets,75910.0,https://anaconda.org/conda-forge/ipydatawidgets,2023-06-16 16:11:33.197,265092.0,3.0,,,,,,,,307.0,,,,,,,,,
91,Hydrogen,True,"Run code interactively, inspect data, and plot. All the power of Jupyter..",https://github.com/nteract/hydrogen,,notebook-environments,19,nteract/hydrogen,,,https://github.com/nteract/hydrogen,MIT,2015-05-11 01:16:55.000,2024-04-25 08:20:43.000000,2023-01-10 01:11:13,325.0,170.0,1103.0,3905.0,2023-01-10 01:02:49,2.16.5,,,92.0,,,90.0,,,,,,3.0,,,,,,,,2371.0,,,,,,,,,
92,colabcode,True,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,https://github.com/abhishekkrthakur/colabcode,,others,19,abhishekkrthakur/colabcode,colabcode,,https://github.com/abhishekkrthakur/colabcode,MIT,2020-09-09 10:06:26.000,2023-05-31 15:54:53.000000,2021-06-11 15:16:36,262.0,43.0,33.0,2025.0,,,,4197.0,,180.0,180.0,8.0,https://pypi.org/project/colabcode,4197.0,,,,3.0,,,,,,,,44.0,,,,,,,,,
